iter	MultiClass
233	0.7303165007
234	0.7300867512
235	0.7299301987
236	0.7295735084
237	0.7288464998
238	0.7285830239
239	0.7284198268
240	0.7283509861
241	0.7281798718
242	0.7280024209
243	0.7278808329
244	0.7275650616
245	0.7273738907
246	0.7271673797
247	0.7268017745
248	0.7266709112
249	0.726297171
250	0.7260233038
251	0.7257872116
252	0.7255576622
253	0.725294743
254	0.7249957898
255	0.7246184095
256	0.7244161339
257	0.7241468074
258	0.7238889902
259	0.723705347
260	0.7234941534
261	0.7231985459
262	0.7229044338
263	0.7226370058
264	0.7224531954
265	0.7219762352
266	0.7216231211
267	0.7214362416
268	0.7211975683
269	0.7210116872
270	0.7208595984
271	0.7204246429
272	0.7201392984
273	0.7199107665
274	0.7197763613
275	0.7196420267
276	0.7193499358
277	0.7191554202
278	0.7188387029
279	0.7186472531
280	0.7184793776
281	0.7181475342
282	0.7176987694
283	0.7175561346
284	0.7171948636
285	0.7168565254
286	0.7166201302
287	0.7164454922
288	0.7160227199
289	0.715788354
290	0.7155409503
291	0.7153775309
292	0.7150441874
293	0.7146962511
294	0.7144133842
295	0.7142149932
296	0.7138735994
297	0.7137456941
298	0.7133698809
299	0.7130349825
300	0.7128283606
301	0.7125825921
302	0.7122826708
303	0.7117634869
304	0.7116312628
305	0.711469875
306	0.711242164
307	0.7110078807
308	0.7106478782
309	0.7103944077
310	0.7101907344
311	0.709986796
312	0.7097759154
313	0.7095882216
314	0.7091509313
315	0.7090063465
316	0.7087805546
317	0.7086249438
318	0.7082628116
319	0.7078399241
320	0.7076123486
321	0.7072657973
322	0.707047274
323	0.7068731916
324	0.7067622937
325	0.7065159527
326	0.7062053206
327	0.7059810311
328	0.7057438031
329	0.7055257715
330	0.7051954061
331	0.7048677968
332	0.7046398751
333	0.7044683904
334	0.7042266962
335	0.7041277061
336	0.7039487158
337	0.7037280821
338	0.7034319612
339	0.7030928865
340	0.7027082932
341	0.7025513056
342	0.7022906119
343	0.7020402405
344	0.7017602101
345	0.7014685441
346	0.7013484185
347	0.7010526145
348	0.700858463
349	0.7007235747
350	0.7003477298
351	0.7000905695
352	0.6998021277
353	0.6995466541
354	0.6993235968
355	0.6991699552
356	0.6988826575
357	0.6987107568
358	0.6985183498
359	0.6983793789
360	0.6981517016
361	0.6978873009
362	0.6977803157
363	0.6975858538
364	0.6972173313
365	0.6969278881
366	0.6966914098
367	0.6961881586
368	0.6957436751
369	0.6954203666
370	0.6951323205
371	0.6949388591
372	0.6946980864
373	0.6943634691
374	0.693938549
375	0.6936939944
376	0.693551129
377	0.6934351785
378	0.693323533
379	0.6931289545
380	0.6929436086
381	0.6927297878
382	0.6925528952
383	0.692336855
384	0.6920882663
385	0.6918848677
386	0.6917924861
387	0.6915771642
388	0.6913506886
389	0.6912470659
390	0.6910979515
391	0.6908738331
392	0.6905064547
393	0.6903498087
394	0.6901723244
395	0.6899513866
396	0.6897515996
397	0.6896412948
398	0.6895773286
399	0.6892269622
400	0.6889372637
401	0.6886392946
402	0.6885485761
403	0.6883170156
404	0.68799169
405	0.6876943214
406	0.6873782027
407	0.6871230927
408	0.6869183587
409	0.6865877262
410	0.686449685
411	0.6862743399
412	0.686026362
413	0.685784222
414	0.6856212103
415	0.6855037094
416	0.685195871
417	0.6848984265
418	0.6846816581
419	0.6844850383
420	0.6842318167
421	0.6839541309
422	0.6837249478
423	0.6835567759
424	0.6833690705
425	0.6831358398
426	0.6828292489
427	0.682563262
428	0.6824112005
429	0.6822930449
430	0.6818765661
431	0.6817158904
432	0.6815006323
433	0.6813157846
434	0.6812285596
435	0.6811003641
436	0.6808345305
437	0.6806724381
438	0.6804463983
439	0.680263572
440	0.6799578944
441	0.6798005418
442	0.6795402572
443	0.6792116007
444	0.6790090682
445	0.678794839
446	0.6785228697
447	0.6783863035
448	0.6781593969
449	0.6779181481
450	0.6775859453
451	0.6773857149
452	0.6772762941
453	0.6771727204
454	0.6770457115
455	0.6768897829
456	0.6767319771
457	0.6766173275
458	0.6763493111
459	0.6762195244
460	0.6761211583
461	0.6758574059
462	0.6756912216
463	0.6755312085
464	0.6753939567
465	0.6753008167
466	0.6750866525
467	0.674860951
468	0.6747683223
469	0.6744669577
470	0.6742849048
471	0.6741336759
472	0.6740428288
473	0.6739229395
474	0.6736453158
475	0.6733721225
476	0.6732318713
477	0.6730703238
478	0.6728433971
479	0.672677934
480	0.6724925723
481	0.6723246307
482	0.672098946
483	0.6719968179
484	0.6718469202
485	0.6717177808
486	0.6715316848
487	0.6713034486
488	0.6712375618
489	0.6710560332
490	0.6708852225
491	0.670714603
492	0.6704833589
493	0.6702637065
494	0.6701004242
495	0.6698545544
496	0.6696889197
497	0.6695772986
498	0.6694387186
499	0.6691913431
500	0.6690360088
501	0.6687837305
502	0.6685409082
503	0.6684114328
504	0.6681257249
505	0.6679535283
506	0.6678242718
507	0.6675968449
508	0.6673597464
509	0.66704818
510	0.6668388904
511	0.6664968445
512	0.6664019617
513	0.6662602378
514	0.6660501876
515	0.6658925787
516	0.6657063551
517	0.6655653578
518	0.6653647733
519	0.6651309811
520	0.6648697943
521	0.6646788369
522	0.6643717001
523	0.6642416042
524	0.6638922024
525	0.6637306024
526	0.6635555488
527	0.6633531976
528	0.6631569187
529	0.6627323113
530	0.6625769353
531	0.6623317664
532	0.6622398912
533	0.6619267571
534	0.6617405903
535	0.6615170839
536	0.6612942873
537	0.6611908149
538	0.6609897325
539	0.660800734
540	0.6606923852
541	0.660555023
542	0.6603105546
543	0.6600294038
544	0.6596026369
545	0.659465808
546	0.6592508385
547	0.659131031
548	0.6589314616
549	0.6586475643
550	0.6584252491
551	0.658267568
552	0.6581526495
553	0.6578354127
554	0.6575311967
555	0.6574386867
556	0.6571291361
557	0.6569817428
558	0.6567949547
559	0.6566672051
560	0.6563656667
561	0.6561575596
562	0.6559232748
563	0.6557891913
564	0.6557179816
565	0.6553509171
566	0.6551660674
567	0.6550114992
568	0.6548536643
569	0.6547545571
570	0.6546328698
571	0.6545086615
572	0.6543802594
573	0.6541440944
574	0.6538998355
575	0.6536994489
576	0.6535418182
577	0.6533396058
578	0.653145858
579	0.6530986622
580	0.6528888395
581	0.6525317331
582	0.6524067344
583	0.6522309802
584	0.6519211785
585	0.6517387013
586	0.6514475419
587	0.6512552255
588	0.6508921011
589	0.6507049018
590	0.6504859589
591	0.6503721203
592	0.6500725399
593	0.649814431
594	0.6496666035
595	0.6494590059
596	0.6493562288
597	0.6489718952
598	0.6488081674
599	0.6486047138
600	0.6483439111
601	0.6482562073
602	0.6479943546
603	0.6478357265
604	0.6477089082
605	0.6474622311
606	0.6472785228
607	0.647120472
608	0.6470417227
609	0.6468816002
610	0.6467558595
611	0.6465372652
612	0.6464101045
613	0.6463278646
614	0.6462223769
615	0.6459741798
616	0.6458184791
617	0.6457250749
618	0.6456426463
619	0.6454809723
620	0.6452931395
621	0.6450497926
622	0.6448261657
623	0.6446531842
624	0.6444316011
625	0.644238841
626	0.64402512
627	0.6438620871
628	0.6436853943
629	0.6435200809
630	0.6433135748
631	0.6432531534
632	0.6431112764
633	0.6429605352
634	0.6427455535
635	0.6426603348
636	0.6423638901
637	0.6421877788
638	0.6420265957
639	0.6418414069
640	0.6416333464
641	0.6414996354
642	0.6413690579
643	0.6411883919
644	0.6410365406
645	0.6408948112
646	0.6406818002
647	0.6404963588
648	0.6403856048
649	0.6402058346
650	0.6399957497
651	0.6399363488
652	0.6397597592
653	0.6395614151
654	0.6394120451
655	0.639263449
656	0.6390494825
657	0.6388271147
658	0.6385928059
659	0.6384192326
660	0.6381309779
661	0.6379408364
662	0.6377999479
663	0.6376670165
664	0.6374951281
665	0.6373152132
666	0.6371406057
667	0.6369293885
668	0.6367042744
669	0.6365691683
670	0.6363793118
671	0.6362524987
672	0.6361207281
673	0.6359252791
674	0.6357896627
675	0.6356968236
676	0.6354762274
677	0.6352615699
678	0.6351754983
679	0.6350753589
680	0.634832069
681	0.6347074481
682	0.6344218412
683	0.6342389028
684	0.6340128763
685	0.6338381655
686	0.6337212981
687	0.6335179539
688	0.6333948257
689	0.6332272386
690	0.6331548623
691	0.6330366988
692	0.6329216903
693	0.6327724349
694	0.6325806758
695	0.6324386312
696	0.6321629429
697	0.6320715839
698	0.6318799337
699	0.6317861147
700	0.6316271676
701	0.6313941469
702	0.631182765
703	0.6310030746
704	0.6308162548
705	0.6305052144
706	0.6303120093
707	0.6301546241
708	0.6299987482
709	0.6297932664
710	0.6296372634
711	0.6294698464
712	0.6292720581
713	0.6291595582
714	0.6290645896
715	0.6288912877
716	0.6287147103
717	0.6284765865
718	0.6283951284
719	0.6281819982
720	0.6280066816
721	0.6278566993
722	0.6277338418
723	0.6275809102
724	0.6273903409
725	0.6272693953
726	0.6270844969
727	0.6269303159
728	0.6267712464
729	0.626597115
730	0.6264787645
731	0.6263468353
732	0.6262048195
733	0.6258701136
734	0.6257432246
735	0.6256231339
736	0.6254534622
737	0.62526403
738	0.6251582715
739	0.6249396095
740	0.6247932321
741	0.6247126312
742	0.6245484827
743	0.6242795903
744	0.6241833577
745	0.6240616841
746	0.6238803624
747	0.6237721628
748	0.6236574637
749	0.6235423456
750	0.6233685421
751	0.6231403405
752	0.623006597
753	0.6228622348
754	0.6227358995
755	0.6225872434
756	0.6224226471
757	0.6222203101
758	0.6220822591
759	0.6219028125
760	0.6218090918
761	0.6217400457
762	0.6216301542
763	0.6214833516
764	0.6213165195
765	0.6211799349
766	0.6210185793
767	0.6208942675
768	0.6207793743
769	0.6207389091
770	0.6206189309
771	0.6205091622
772	0.620277276
773	0.6202109755
774	0.6200583715
775	0.6199868451
776	0.6198881423
777	0.61968813
778	0.6195644156
779	0.6193948329
780	0.6191346627
781	0.6190627449
782	0.6189429643
783	0.6187324884
784	0.618629634
785	0.618522411
786	0.6182713955
787	0.6180140078
788	0.6178599585
789	0.6177406256
790	0.6176318189
791	0.6175276844
792	0.6173627888
793	0.6171679254
794	0.6170091584
795	0.6169362679
796	0.6167896479
797	0.616645609
798	0.6165019901
799	0.6163229781
800	0.616170793
801	0.6160347402
802	0.6159501463
803	0.6158436372
804	0.6156771424
805	0.6154920329
806	0.6153914978
807	0.6152312275
808	0.6151012855
809	0.6149583221
810	0.6147768173
811	0.614584539
812	0.6143828879
813	0.6142908793
814	0.6142155446
815	0.6140511845
816	0.613961346
817	0.613822201
818	0.6136555093
819	0.6135747637
820	0.6133056391
821	0.613064086
822	0.6128321444
823	0.6127370351
824	0.6124702838
825	0.6122588147
826	0.6121009094
827	0.6119658616
828	0.6118497451
829	0.6116836139
830	0.6115388448
831	0.6113453949
832	0.611143804
833	0.6109815874
834	0.6108002657
835	0.6106914518
836	0.6105282205
837	0.6103822155
838	0.6102546277
839	0.6100806545
840	0.6099819521
841	0.6098271024
842	0.6096103341
843	0.6094941206
844	0.6091844088
845	0.6090992759
846	0.608937476
847	0.6087195806
848	0.608440464
849	0.6082574688
850	0.6081185694
851	0.6079718613
852	0.6078512652
853	0.6076806506
854	0.6075285739
855	0.6073990455
856	0.6073217769
857	0.6072702058
858	0.6070871431
859	0.607012381
860	0.6067612396
861	0.6065819458
862	0.6063793121
863	0.6062628113
864	0.6060610318
865	0.6058730685
866	0.6057397906
867	0.6055861713
868	0.6054397289
869	0.6052260862
870	0.6050640227
871	0.6049711072
872	0.604801327
873	0.6047230244
874	0.6045003936
875	0.6042776787
876	0.6041190884
877	0.6039097292
878	0.6036544119
879	0.6034614529
880	0.6032482828
881	0.6031510381
882	0.6029522042
883	0.6027997355
884	0.6027011225
885	0.6026141512
886	0.6025237117
887	0.6024176685
888	0.6023151464
889	0.6022074725
890	0.6021432003
891	0.6019574453
892	0.6017073918
893	0.6016189798
894	0.6013023499
895	0.6012073586
896	0.6010191874
897	0.6009244847
898	0.6007400387
899	0.600577582
900	0.6005045634
901	0.6004096451
902	0.6002374929
903	0.6001076514
904	0.5998438829
905	0.5997171344
906	0.5995582636
907	0.5994791031
908	0.5992602155
909	0.5990823642
910	0.5989383873
911	0.5988363835
912	0.5987091091
913	0.5985532906
914	0.598331091
915	0.5982034285
916	0.5980657033
917	0.5979035336
918	0.597748342
919	0.5976674735
920	0.5975523779
921	0.5973498306
922	0.5971582789
923	0.5969580384
924	0.5968176669
925	0.5966718433
926	0.5965103194
927	0.5964630163
928	0.5963107485
929	0.5961966965
930	0.5960835379
931	0.5959096616
932	0.5957227106
933	0.595582832
934	0.5954543489
935	0.5953127043
936	0.5952150524
937	0.5950853489
938	0.5948756525
939	0.5947491897
940	0.594593345
941	0.5944436946
942	0.5943098471
943	0.5942470793
944	0.5940795812
945	0.5940022307
946	0.5938017613
947	0.5936850344
948	0.5935599725
949	0.5934841448
950	0.5932669243
951	0.5931336407
952	0.5930484276
953	0.592919634
954	0.5927665874
955	0.5925717095
956	0.5924986537
957	0.5923329234
958	0.5921927212
959	0.592105738
960	0.5920187884
961	0.5918862079
962	0.591861553
963	0.5917678573
964	0.5916978877
965	0.5914714098
966	0.5914128027
967	0.5913249479
968	0.5912145752
969	0.5910563106
970	0.5909369209
971	0.5906736386
972	0.5905753775
973	0.5904509343
974	0.5903134934
975	0.5901568628
976	0.5900782252
977	0.5899487475
978	0.5898469826
979	0.5897522704
980	0.5896494442
981	0.5894900086
982	0.5892992338
983	0.5891807684
984	0.5890498313
985	0.588989726
986	0.5888659129
987	0.5887298616
988	0.5886406584
989	0.5883765039
990	0.5883069446
991	0.5881828273
992	0.5880086531
993	0.5879232043
994	0.5878088266
995	0.5877129942
996	0.5876034566
997	0.5874658384
998	0.5873188634
999	0.5872028374
